sn,aid,id,cluster_id,tag,host_name,az,data_center,rack,machine,service_type,host_ip,state,error_count,created_time,update_time,status,rack_id,host_group_id,disabled_app_id,reserved,is_dpdk,xc_group,dh_id,cpu_model,data_ip,snic_ip,snic_data_ip,snic_host_name,aid,id,cluster_id,host_id,vcpus,memory,disk,vcpus_used,memory_used,disk_used,vcpus_reserved,vcpus_reserved_info,memory_reserved,disk_reserved,cpu_mode,cpualloc_ratio,run_vms,created_time,update_time,status,version,gpu_card,disk_count,gpu_card_ratio,gpu_card_used,disk_count_used,share_vms,share_vcpus,mix_mode,memory_ratio
"145","30082","3900","cluster-general-prod-bj02","","A01-R22-I28-11-1R0KXP2.JCLOUD.COM","prod_bj02","","DPL1-G-11","general_2","kvm,hyper","10.211.28.11","Enable","1","2018-09-18 19:25:13","2020-08-04 01:33:58","1","513","604","","0","1","true","","","10.212.28.11","","","","30082","3900","cluster-general-prod-bj02","3900","80","393216","1945","41","294912","0","6","0,1,8,10,48,50","98304","100","set","1","5","2018-09-18 19:25:13","2021-01-13 15:03:47","1","6959","0","0","1","0","0","0","0","0","1"
"146","30146","3889","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I28-134-1NVQXP2.JCLOUD.COM","prod_bj02","","DPL1-G-15","general_2","kvm,hyper","10.211.28.134","Enable","2","2018-09-18 19:25:10","2020-11-19 00:50:44","1","508","635","","0","1","true","","","10.212.28.134","","","","30146","3889","cluster-general-prod-bj02","3889","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 19:25:10","2020-12-03 19:38:59","1","358","0","0","1","0","0","0","0","0","1"
"147","30148","3918","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I28-163-1NNJXP2.JCLOUD.COM","prod_bj02","","DPL1-H-01","general_2","kvm,hyper","10.211.28.163","Enable","2","2018-09-18 19:25:20","2020-11-19 00:50:44","1","515","635","","0","1","true","","","10.212.28.163","","","","30148","3918","cluster-general-prod-bj02","3918","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 19:25:20","2020-12-03 19:38:59","1","263","0","0","1","0","0","0","0","0","1"
"148","30102","3896","cluster-general-prod-bj02","","A01-R22-I28-194-1P6PXP2.JCLOUD.COM","prod_bj02","","DPL1-H-02","general_2","kvm,hyper","10.211.28.194","Enable","4","2018-09-18 19:25:11","2020-08-06 02:35:34","1","511","605","","0","1","true","","","10.212.28.194","","","","30102","3896","cluster-general-prod-bj02","3896","80","393216","1945","74","188416","0","6","0,1,8,10,48,50","98304","100","set","1","17","2018-09-18 19:25:11","2021-02-01 10:34:38","1","23428","0","0","1","0","0","0","0","0","1"
"149","30099","3884","cluster-general-prod-bj02","","A01-R22-I28-195-1S1LXP2.JCLOUD.COM","prod_bj02","","DPL1-H-02","general_2","kvm,hyper","10.211.28.195","Enable","4","2018-09-18 19:25:08","2020-08-06 02:35:34","1","511","605","","0","1","true","","","10.212.28.195","","","","30099","3884","cluster-general-prod-bj02","3884","80","393216","1945","38","139264","0","6","0,1,8,10,48,50","98304","100","set","1","8","2018-09-18 19:25:08","2021-01-26 14:30:56","1","11730","0","0","1","0","0","0","0","0","1"
"150","30100","3887","cluster-general-prod-bj02","","A01-R22-I28-198-1QNLXP2.JCLOUD.COM","prod_bj02","","DPL1-H-02","general_2","kvm,hyper","10.211.28.198","Enable","1","2018-09-18 19:25:09","2020-08-04 01:33:36","1","511","605","","0","1","true","","","10.212.28.198","","","","30100","3887","cluster-general-prod-bj02","3887","80","393216","1945","51","294912","0","6","0,1,8,10,48,50","98304","100","set","1","12","2018-09-18 19:25:09","2021-01-05 08:57:38","1","22841","0","0","1","0","0","0","0","0","1"
"151","30104","3906","cluster-general-prod-bj02","","A01-R22-I28-201-1SHKXP2.JCLOUD.COM","prod_bj02","","DPL1-H-02","general_2","kvm,hyper","10.211.28.201","Enable","13","2018-09-18 19:25:16","2020-08-06 02:35:34","1","511","605","","0","1","true","","","10.212.28.201","","","","30104","3906","cluster-general-prod-bj02","3906","80","393216","1945","71","194560","0","6","0,1,8,10,48,50","98304","100","set","1","20","2018-09-18 19:25:16","2021-02-01 11:07:51","1","24211","0","0","1","0","0","0","0","0","1"
"152","30149","3951","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I28-228-1SKKXP2.JCLOUD.COM","prod_bj02","","DPL1-H-03","general_2","kvm,hyper","10.211.28.228","Enable","2","2018-09-18 19:25:33","2020-11-19 00:50:44","1","510","635","","0","1","true","","","10.212.28.228","","","","30149","3951","cluster-general-prod-bj02","3951","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 19:25:33","2020-12-03 19:38:59","1","253","0","0","1","0","0","0","0","0","1"
"153","30108","3936","cluster-general-prod-bj02","","A01-R22-I28-35-1RFMXP2.JCLOUD.COM","prod_bj02","","DPL1-G-12","general_2","kvm,hyper","10.211.28.35","Enable","1","2018-09-18 19:25:25","2020-08-06 02:35:34","1","509","605","","0","1","true","","","10.212.28.35","","","","30108","3936","cluster-general-prod-bj02","3936","80","393216","1945","64","212992","0","6","0,1,8,10,48,50","98304","100","set","1","16","2018-09-18 19:25:25","2021-02-01 10:55:52","1","22291","0","0","1","0","0","0","0","0","1"
"154","30101","3888","cluster-general-prod-bj02","","A01-R22-I28-36-1QPJXP2.JCLOUD.COM","prod_bj02","","DPL1-G-12","general_2","kvm,hyper","10.211.28.36","Enable","1","2018-09-18 19:25:09","2020-08-04 01:33:36","1","509","605","","0","1","true","","","10.212.28.36","","","","30101","3888","cluster-general-prod-bj02","3888","80","393216","1945","25","86016","0","6","0,1,8,10,48,50","98304","100","set","1","9","2018-09-18 19:25:09","2021-01-22 15:11:08","1","19634","0","0","1","0","0","0","0","0","1"
"155","30107","3926","cluster-general-prod-bj02","","A01-R22-I28-37-1RYHXP2.JCLOUD.COM","prod_bj02","","DPL1-G-12","general_2","kvm,hyper","10.211.28.37","Enable","1","2018-09-18 19:25:23","2020-09-23 03:12:46","1","509","605","","0","1","true","","","10.212.28.37","","","","30107","3926","cluster-general-prod-bj02","3926","80","393216","1945","74","278528","0","6","0,1,8,10,48,50","98304","100","set","1","11","2018-09-18 19:25:23","2021-01-06 15:56:16","1","15113","0","0","1","0","0","0","0","0","1"
"156","30103","3902","cluster-general-prod-bj02","","A01-R22-I28-38-1SMPXP2.JCLOUD.COM","prod_bj02","","DPL1-G-12","general_2","kvm,hyper","10.211.28.38","Enable","50","2018-09-18 19:25:14","2020-08-06 02:35:34","1","509","605","","0","1","true","","","10.212.28.38","","","","30103","3902","cluster-general-prod-bj02","3902","80","393216","1945","74","258048","0","6","0,1,8,10,48,50","98304","100","set","1","22","2018-09-18 19:25:14","2021-02-01 10:54:10","1","31382","0","0","1","0","0","0","0","0","1"
"157","30106","3923","cluster-general-prod-bj02","","A01-R22-I28-39-1P3HXP2.JCLOUD.COM","prod_bj02","","DPL1-G-12","general_2","kvm,hyper","10.211.28.39","Enable","4","2018-09-18 19:25:23","2020-08-06 02:35:34","1","509","605","","0","1","true","","","10.212.28.39","","","","30106","3923","cluster-general-prod-bj02","3923","80","393216","1945","74","258048","0","6","0,1,8,10,48,50","98304","100","set","1","15","2018-09-18 19:25:23","2021-02-01 10:54:10","1","25076","0","0","1","0","0","0","0","0","1"
"158","30083","3916","cluster-general-prod-bj02","","A01-R22-I28-4-1NYHXP2.JCLOUD.COM","prod_bj02","","DPL1-G-11","general_2","kvm,hyper","10.211.28.4","Enable","1","2018-09-18 19:25:20","2020-08-06 02:35:34","1","513","604","","0","1","true","","","10.212.28.4","","","","30083","3916","cluster-general-prod-bj02","3916","80","393216","1945","74","237568","0","6","0,1,8,10,48,50","98304","100","set","1","15","2018-09-18 19:25:20","2021-01-29 11:10:51","1","23982","0","0","1","0","0","0","0","0","1"
"159","30105","3922","cluster-general-prod-bj02","","A01-R22-I28-41-1RZKXP2.JCLOUD.COM","prod_bj02","","DPL1-G-12","general_2","kvm,hyper","10.211.28.41","Enable","1","2018-09-18 19:25:21","2020-11-06 19:11:17","1","509","605","","0","1","true","","","10.212.28.41","","","","30105","3922","cluster-general-prod-bj02","3922","80","393216","1945","71","208896","0","6","0,1,8,10,48,50","98304","100","set","1","23","2018-09-18 19:25:21","2021-02-01 10:54:10","1","31267","0","0","1","0","0","0","0","0","1"
"160","30085","3940","cluster-general-prod-bj02","","A01-R22-I28-5-1SRKXP2.JCLOUD.COM","prod_bj02","","DPL1-G-11","general_2","kvm,hyper","10.211.28.5","Enable","9","2018-09-18 19:25:27","2020-08-06 02:35:34","1","513","604","","0","1","true","","","10.212.28.5","","","","30085","3940","cluster-general-prod-bj02","3940","80","393216","1945","69","212992","0","6","0,1,8,10,48,50","98304","100","set","1","21","2018-09-18 19:25:27","2021-02-01 10:55:52","1","33591","0","0","1","0","0","0","0","0","1"
"161","30086","3942","cluster-general-prod-bj02","","A01-R22-I28-68-1S7NXP2.JCLOUD.COM","prod_bj02","","DPL1-G-13","general_2","kvm,hyper","10.211.28.68","Enable","1","2018-09-18 19:25:29","2020-08-06 02:35:34","1","512","604","","0","1","true","","","10.212.28.68","","","","30086","3942","cluster-general-prod-bj02","3942","80","393216","1945","72","184320","0","6","0,1,8,10,48,50","98304","100","set","1","15","2018-09-18 19:25:29","2021-02-01 10:54:10","1","15620","0","0","1","0","0","0","0","0","1"
"162","30084","3925","cluster-general-prod-bj02","","A01-R22-I28-71-1QCMXP2.JCLOUD.COM","prod_bj02","","DPL1-G-13","general_2","kvm,hyper","10.211.28.71","Enable","1","2018-09-18 19:25:23","2020-11-24 17:46:20","1","512","604","","0","1","true","","","10.212.28.71","","","","30084","3925","cluster-general-prod-bj02","3925","80","393216","1945","70","151552","0","6","0,1,8,10,48,50","98304","100","set","1","13","2018-09-18 19:25:23","2021-02-01 10:55:52","1","14948","0","0","1","0","0","0","0","0","1"
"163","30147","3917","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I28-9-1SQMXP2.JCLOUD.COM","prod_bj02","","DPL1-G-11","general_2","kvm,hyper","10.211.28.9","Enable","2","2018-09-18 19:25:20","2020-11-19 00:50:44","1","513","635","","0","1","true","","","10.212.28.9","","","","30147","3917","cluster-general-prod-bj02","3917","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 19:25:20","2020-12-03 19:38:59","1","254","0","0","1","0","0","0","0","0","1"
"164","30029","3947","cluster-general-prod-bj02","","A01-R22-I28-99-1P1PXP2.JCLOUD.COM","prod_bj02","","DPL1-G-14","general_2","kvm,hyper","10.211.28.99","Enable","1","2018-09-18 19:25:32","2020-09-25 22:09:23","1","514","602","","0","1","true","","","10.212.28.99","","","","30029","3947","cluster-general-prod-bj02","3947","80","393216","1945","72","290816","0","6","0,1,8,10,48,50","98304","100","set","1","16","2018-09-18 19:25:32","2021-02-01 10:55:52","1","26254","0","0","1","0","0","0","0","0","1"
"165","30080","3875","cluster-general-prod-bj02","","A01-R22-I29-35-1R0JXP2.JCLOUD.COM","prod_bj02","","DPL1-H-05","general_2","kvm,hyper","10.211.29.35","Enable","1","2018-09-18 18:57:59","2020-08-01 02:45:59","1","507","604","","0","1","true","","","10.212.29.35","","","","30080","3875","cluster-general-prod-bj02","3875","80","393216","1945","74","155648","0","6","0,1,8,10,48,50","98304","100","set","1","3","2018-09-18 18:57:59","2021-02-01 10:54:10","1","5491","0","0","1","0","0","0","0","0","1"
"166","30077","3862","cluster-general-prod-bj02","","A01-R22-I29-38-1PMKXP2.JCLOUD.COM","prod_bj02","","DPL1-H-05","general_2","kvm,hyper","10.211.29.38","Enable","3","2018-09-18 18:57:44","2020-08-06 02:35:34","1","507","604","","0","1","true","","","10.212.29.38","","","","30077","3862","cluster-general-prod-bj02","3862","80","393216","1945","36","94208","0","6","0,1,8,10,48,50","98304","100","set","1","8","2018-09-18 18:57:44","2021-01-30 17:55:56","1","10322","0","0","1","0","0","0","0","0","1"
"167","30079","3871","cluster-general-prod-bj02","","A01-R22-I29-40-BK44HP2.JCLOUD.COM","prod_bj02","","DPL1-H-05","general_2","kvm,hyper","10.211.29.40","Enable","9","2018-09-18 18:57:55","2020-08-04 01:18:27","1","507","604","","0","1","true","","","10.212.29.40","","","","30079","3871","cluster-general-prod-bj02","3871","80","393216","1945","61","131072","0","6","0,1,8,10,48,50","98304","100","set","1","10","2018-09-18 18:57:55","2021-02-01 10:55:52","1","6477","0","0","1","0","0","0","0","0","1"
"168","30078","3870","cluster-general-prod-bj02","","A01-R22-I29-42-1P6NXP2.JCLOUD.COM","prod_bj02","","DPL1-H-05","general_2","kvm,hyper","10.211.29.42","Enable","1","2018-09-18 18:57:55","2020-11-24 17:46:40","1","507","604","","0","1","true","","","10.212.29.42","","","","30078","3870","cluster-general-prod-bj02","3870","80","393216","1945","73","258048","0","6","0,1,8,10,48,50","98304","100","set","1","18","2018-09-18 18:57:55","2021-02-01 11:09:44","1","28170","0","0","1","0","0","0","0","0","1"
"169","30076","3856","cluster-general-prod-bj02","","A01-R22-I29-43-1QDHXP2.JCLOUD.COM","prod_bj02","","DPL1-H-05","general_2","kvm,hyper","10.211.29.43","Enable","3","2018-09-18 18:57:38","2020-08-01 02:45:59","1","507","604","","0","1","true","","","10.212.29.43","","","","30076","3856","cluster-general-prod-bj02","3856","80","393216","1945","74","188416","0","6","0,1,8,10,48,50","98304","100","set","1","5","2018-09-18 18:57:38","2021-02-01 10:54:10","1","13298","0","0","1","0","0","0","0","0","1"
"170","30143","3859","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I29-5-1QJPXP2.JCLOUD.COM","prod_bj02","","DPL1-H-04","general_2","kvm,hyper","10.211.29.5","Enable","2","2018-09-18 18:57:41","2020-11-19 00:50:44","1","506","635","","0","1","true","","","10.212.29.5","","","","30143","3859","cluster-general-prod-bj02","3859","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 18:57:41","2020-12-03 19:38:59","1","683","0","0","1","0","0","0","0","0","1"
"171","30023","3866","cluster-general-prod-bj02","","A01-R22-I29-69-1RBLXP2.JCLOUD.COM","prod_bj02","","DPL1-H-06","general_2","kvm,hyper","10.211.29.69","Enable","1","2018-09-18 18:57:49","2020-11-10 00:03:02","1","505","602","","0","1","true","","","10.212.29.69","","","","30023","3866","cluster-general-prod-bj02","3866","80","393216","1945","74","188416","0","6","0,1,8,10,48,50","98304","100","set","1","12","2018-09-18 18:57:49","2021-02-01 10:51:44","1","8413","0","0","1","0","0","0","0","0","1"
"172","30145","3872","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I29-70-1PGHXP2.JCLOUD.COM","prod_bj02","","DPL1-H-06","general_2","kvm,hyper","10.211.29.70","Enable","2","2018-09-18 18:57:57","2020-11-19 00:50:44","1","505","635","","0","1","true","","","10.212.29.70","","","","30145","3872","cluster-general-prod-bj02","3872","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 18:57:57","2020-12-03 19:38:59","1","310","0","0","1","0","0","0","0","0","1"
"173","30024","3869","cluster-general-prod-bj02","","A01-R22-I29-74-1RMKXP2.JCLOUD.COM","prod_bj02","","DPL1-H-06","general_2","kvm,hyper","10.211.29.74","Enable","1","2018-09-18 18:57:53","2020-08-04 01:18:27","1","505","602","","0","1","true","","","10.212.29.74","","","","30024","3869","cluster-general-prod-bj02","3869","80","393216","1945","48","294912","0","6","0,1,8,10,48,50","98304","100","set","1","5","2018-09-18 18:57:53","2021-01-06 10:06:43","1","5301","0","0","1","0","0","0","0","0","1"
"174","30144","3864","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I29-9-1SRPXP2.JCLOUD.COM","prod_bj02","","DPL1-H-04","general_2","kvm,hyper","10.211.29.9","Enable","2","2018-09-18 18:57:47","2020-11-19 00:50:44","1","506","635","","0","1","true","","","10.212.29.9","","","","30144","3864","cluster-general-prod-bj02","3864","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 18:57:47","2020-12-03 19:38:59","1","511","0","0","1","0","0","0","0","0","1"
"175","30135","3815","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I33-105-1Q4HXP2.JCLOUD.COM","prod_bj02","","DPL1-J-04","general_2","kvm,hyper","10.211.33.105","Enable","2","2018-09-18 17:55:42","2020-11-19 00:50:44","1","504","635","","0","1","true","","","10.212.33.105","","","","30135","3815","cluster-general-prod-bj02","3815","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 17:55:42","2020-12-03 19:38:58","1","255","0","0","1","0","0","0","0","0","1"
"176","30136","3816","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I33-132-1NKLXP2.JCLOUD.COM","prod_bj02","","DPL1-J-05","general_2","kvm,hyper","10.211.33.132","Enable","2","2018-09-18 17:55:42","2020-11-19 00:50:44","1","499","635","","0","1","true","","","10.212.33.132","","","","30136","3816","cluster-general-prod-bj02","3816","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 17:55:42","2020-12-03 19:38:58","1","386","0","0","1","0","0","0","0","0","1"
"177","30140","3846","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I33-135-1QRPXP2.JCLOUD.COM","prod_bj02","","DPL1-J-05","general_2","kvm,hyper","10.211.33.135","Enable","2","2018-09-18 17:56:01","2020-11-19 00:50:44","1","499","635","","0","1","true","","","10.212.33.135","","","","30140","3846","cluster-general-prod-bj02","3846","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 17:56:01","2020-12-03 19:38:58","1","254","0","0","1","0","0","0","0","0","1"
"178","30097","3811","cluster-general-prod-bj02","","A01-R22-I33-162-1P4MXP2.JCLOUD.COM","prod_bj02","","DPL1-J-06","general_2","kvm,hyper","10.211.33.162","Enable","8","2018-09-18 17:55:41","2020-08-06 02:35:34","1","501","605","","0","1","true","","","10.212.33.162","","","","30097","3811","cluster-general-prod-bj02","3811","80","393216","1945","71","233472","0","6","0,1,8,10,48,50","98304","100","set","1","25","2018-09-18 17:55:41","2021-02-01 10:55:52","1","35148","0","0","1","0","0","0","0","0","1"
"179","30141","3849","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I33-164-1R3JXP2.JCLOUD.COM","prod_bj02","","DPL1-J-06","general_2","kvm,hyper","10.211.33.164","Enable","2","2018-09-18 17:56:03","2020-11-19 00:50:44","1","501","635","","0","1","true","","","10.212.33.164","","","","30141","3849","cluster-general-prod-bj02","3849","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 17:56:03","2020-12-03 19:38:58","1","787","0","0","1","0","0","0","0","0","1"
"180","30098","3830","cluster-general-prod-bj02","","A01-R22-I33-168-1STJXP2.JCLOUD.COM","prod_bj02","","DPL1-J-06","general_2","kvm,hyper","10.211.33.168","Enable","1","2018-09-18 17:55:50","2020-08-06 02:35:34","1","501","605","","0","1","true","","","10.212.33.168","","","","30098","3830","cluster-general-prod-bj02","3830","80","393216","1945","74","233472","0","6","0,1,8,10,48,50","98304","100","set","1","23","2018-09-18 17:55:50","2021-02-01 10:34:38","1","22302","0","0","1","0","0","0","0","0","1"
"181","30096","3802","cluster-general-prod-bj02","","A01-R22-I33-170-1RHKXP2.JCLOUD.COM","prod_bj02","","DPL1-J-06","general_2","kvm,hyper","10.211.33.170","Enable","2","2018-09-18 17:55:35","2020-08-06 02:35:34","1","501","605","","0","1","true","","","10.212.33.170","","","","30096","3802","cluster-general-prod-bj02","3802","80","393216","1945","63","241664","0","6","0,1,8,10,48,50","98304","100","set","1","12","2018-09-18 17:55:35","2021-02-01 10:11:10","1","21802","0","0","1","0","0","0","0","0","1"
"182","30139","3844","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I33-197-1P6JXP2.JCLOUD.COM","prod_bj02","","DPL1-J-07","general_2","kvm,hyper","10.211.33.197","Enable","2","2018-09-18 17:56:00","2020-11-19 00:50:44","1","503","635","","0","1","true","","","10.212.33.197","","","","30139","3844","cluster-general-prod-bj02","3844","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 17:56:00","2020-12-03 19:38:58","1","343","0","0","1","0","0","0","0","0","1"
"183","30142","3851","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I33-202-1PPMXP2.JCLOUD.COM","prod_bj02","","DPL1-J-07","general_2","kvm,hyper","10.211.33.202","Enable","2","2018-09-18 17:56:03","2020-11-19 00:50:44","1","503","635","","0","1","true","","","10.212.33.202","","","","30142","3851","cluster-general-prod-bj02","3851","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 17:56:03","2020-12-03 19:38:58","1","316","0","0","1","0","0","0","0","0","1"
"184","30075","3822","cluster-general-prod-bj02","","A01-R22-I33-68-1RBRXP2.JCLOUD.COM","prod_bj02","","DPL1-J-03","general_2","kvm,hyper","10.211.33.68","Enable","1","2018-09-18 17:55:46","2020-08-06 02:35:34","1","502","604","","0","1","true","","","10.212.33.68","","","","30075","3822","cluster-general-prod-bj02","3822","80","393216","1945","67","245760","0","6","0,1,8,10,48,50","98304","100","set","1","14","2018-09-18 17:55:46","2021-02-01 10:34:15","1","12613","0","0","1","0","0","0","0","0","1"
"185","30137","3825","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I33-69-1RNNXP2.JCLOUD.COM","prod_bj02","","DPL1-J-03","general_2","kvm,hyper","10.211.33.69","Enable","2","2018-09-18 17:55:48","2020-11-19 00:50:44","1","502","635","","0","1","true","","","10.212.33.69","","","","30137","3825","cluster-general-prod-bj02","3825","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 17:55:48","2020-12-03 19:38:58","1","300","0","0","1","0","0","0","0","0","1"
"186","30138","3835","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I33-70-1P5RXP2.JCLOUD.COM","prod_bj02","","DPL1-J-03","general_2","kvm,hyper","10.211.33.70","Enable","2","2018-09-18 17:55:53","2020-11-19 00:50:44","1","502","635","","0","1","true","","","10.212.33.70","","","","30138","3835","cluster-general-prod-bj02","3835","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 17:55:53","2020-12-03 19:38:58","1","263","0","0","1","0","0","0","0","0","1"
"187","30074","3805","cluster-general-prod-bj02","","A01-R22-I33-72-1P5KXP2.JCLOUD.COM","prod_bj02","","DPL1-J-03","general_2","kvm,hyper","10.211.33.72","Enable","1","2018-09-18 17:55:37","2020-08-04 01:33:58","1","502","604","","0","1","true","","","10.212.33.72","","","","30074","3805","cluster-general-prod-bj02","3805","80","393216","1945","70","253952","0","6","0,1,8,10,48,50","98304","100","set","1","5","2018-09-18 17:55:37","2021-02-01 10:16:46","1","4319","0","0","1","0","0","0","0","0","1"
"188","30134","3772","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I34-37-1RPNXP2.JCLOUD.COM","prod_bj02","","DPL1-J-10","general_2","kvm,hyper","10.211.34.37","Enable","2","2018-09-18 15:34:22","2020-11-19 00:50:44","1","498","635","","0","1","true","","","10.212.34.37","","","","30134","3772","cluster-general-prod-bj02","3772","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-18 15:34:22","2020-12-03 19:38:58","1","321","0","0","1","0","0","0","0","0","1"
"189","30070","3642","cluster-general-prod-bj02","","A01-R22-I9-100-1NQPXP2.JCLOUD.COM","prod_bj02","","MD6-F-12","general_2","kvm,hyper","10.211.9.100","Enable","1","2018-09-17 12:54:20","2020-08-06 02:35:34","1","485","604","","0","1","true","","","10.212.9.100","","","","30070","3642","cluster-general-prod-bj02","3642","80","393216","1945","74","198656","0","6","0,1,8,10,48,50","98304","100","set","1","21","2018-09-17 12:54:20","2021-01-29 11:27:08","1","18395","0","0","1","0","0","0","0","0","1"
"190","30071","3665","cluster-general-prod-bj02","","A01-R22-I9-106-1NRMXP2.JCLOUD.COM","prod_bj02","","MD6-F-12","general_2","kvm,hyper","10.211.9.106","Enable","1","2018-09-17 12:54:34","2020-08-06 02:35:34","1","485","604","","0","1","true","","","10.212.9.106","","","","30071","3665","cluster-general-prod-bj02","3665","80","393216","1945","61","180224","0","6","0,1,8,10,48,50","98304","100","set","1","16","2018-09-17 12:54:34","2021-02-01 10:54:10","1","20239","0","0","1","0","0","0","0","0","1"
"191","30130","3651","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I9-133-1SCPXP2.JCLOUD.COM","prod_bj02","","MD6-F-13","general_2","kvm,hyper","10.211.9.133","Enable","2","2018-09-17 12:54:30","2020-11-19 00:50:44","1","489","635","","0","1","true","","","10.212.9.133","","","","30130","3651","cluster-general-prod-bj02","3651","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-17 12:54:30","2020-12-03 19:38:58","1","330","0","0","1","0","0","0","0","0","1"
"192","30129","3644","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I9-162-1S8QXP2.JCLOUD.COM","prod_bj02","","MD6-F-14","general_2","kvm,hyper","10.211.9.162","Enable","2","2018-09-17 12:54:25","2020-11-19 00:50:44","1","490","635","","0","1","true","","","10.212.9.162","","","","30129","3644","cluster-general-prod-bj02","3644","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-17 12:54:25","2020-12-03 19:38:58","1","488","0","0","1","0","0","0","0","0","1"
"193","30131","3656","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I9-166-1SRHXP2.JCLOUD.COM","prod_bj02","","MD6-F-14","general_2","kvm,hyper","10.211.9.166","Enable","2","2018-09-17 12:54:32","2020-11-19 00:50:44","1","490","635","","0","1","true","","","10.212.9.166","","","","30131","3656","cluster-general-prod-bj02","3656","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-17 12:54:32","2020-12-03 19:38:58","1","287","0","0","1","0","0","0","0","0","1"
"194","30010","3649","cluster-general-prod-bj02","","A01-R22-I9-198-1SDLXP2.JCLOUD.COM","prod_bj02","","MD6-F-15","general_2","kvm,hyper","10.211.9.198","Enable","6","2018-09-17 12:54:28","2020-12-01 15:06:58","1","486","602","","0","1","true","","","10.212.9.198","","","","30010","3649","cluster-general-prod-bj02","3649","80","393216","1945","74","249856","0","6","0,1,8,10,48,50","98304","100","set","1","15","2018-09-17 12:54:28","2021-01-24 12:24:32","1","20813","0","0","1","0","0","0","0","0","1"
"195","30011","3660","cluster-general-prod-bj02","","A01-R22-I9-200-1Q6JXP2.JCLOUD.COM","prod_bj02","","MD6-F-15","general_2","kvm,hyper","10.211.9.200","Enable","2","2018-09-17 12:54:32","2020-12-01 15:06:58","1","486","602","","0","1","true","","","10.212.9.200","","","","30011","3660","cluster-general-prod-bj02","3660","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-17 12:54:32","2021-01-29 00:00:17","1","2488","0","0","1","0","0","0","0","0","1"
"196","30128","3630","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I9-227-1P1KXP2.JCLOUD.COM","prod_bj02","","MD6-F-16","general_2","kvm,hyper","10.211.9.227","Enable","2","2018-09-17 12:54:15","2020-11-19 00:50:44","1","488","635","","0","1","true","","","10.212.9.227","","","","30128","3630","cluster-general-prod-bj02","3630","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-17 12:54:15","2020-12-03 19:38:58","1","264","0","0","1","0","0","0","0","0","1"
